person_id,keyword,paper_year
141,maps,2012
141,multi-criteria decision analysis,2012
184,digital interactive television,2012
184,geo-localization,2012
184,interaction model,2012
184,maps,2012
184,multi-criteria decision analysis,2012
290,digital interactive television,2012
290,geo-localization,2012
290,interaction model,2012
290,maps,2012
290,multi-criteria decision analysis,2012
241,context,2012
241,flexible process,2012
241,timelines,2012
241,visualization,2012
399,context,2012
399,flexible process,2012
399,timelines,2012
399,visualization,2012
221,facebook,2012
221,privacidade,2012
221,redes sociais,2012
221,experiência do usuário,2012
419,facebook,2012
419,privacidade,2012
419,redes sociais,2012
419,experiência do usuário,2012
399,análise,2012
399,conferências,2012
399,publicações,2012
399,tagclouds,2012
504,análise,2012
504,conferências,2012
504,publicações,2012
504,tagclouds,2012
223,decisões de design,2012
223,idosos,2012
223,emoção,2012
223,avaliação emocional,2012
223,interação,2012
497,decisões de design,2012
497,idosos,2012
497,emoção,2012
497,avaliação emocional,2012
497,interação,2012
552,decisões de design,2012
552,idosos,2012
552,emoção,2012
552,avaliação emocional,2012
552,interação,2012
317,affective quality,2012
317,eco-feedback technology,2012
317,extrinsic motivation,2012
317,intrinsic motivation,2012
317,motivation,2012
399,affective quality,2012
399,eco-feedback technology,2012
399,extrinsic motivation,2012
399,intrinsic motivation,2012
399,motivation,2012
117,agentsheets,2012
117,end-user programming,2012
117,live documentation computational thinking acquisition,2012
328,agentsheets,2012
328,end-user programming,2012
328,live documentation computational thinking acquisition,2012
372,agentsheets,2012
372,end-user programming,2012
372,live documentation computational thinking acquisition,2012
310,integration between human-computer interaction and software engineering,2012
310,usability evaluation,2012
310,usability of designs models,2012
424,integration between human-computer interaction and software engineering,2012
424,usability evaluation,2012
424,usability of designs models,2012
533,integration between human-computer interaction and software engineering,2012
533,usability evaluation,2012
533,usability of designs models,2012
23,acessibilidade,2012
23,avaliação de comunicabilidade,2012
23,surdos,2012
23,interação humano-computador,2012
23,observação de usuários,2012
23,acessibilidade,2012
23,avaliação de comunicabilidade,2012
23,surdos,2012
23,interação humano-computador,2012
23,observação de usuários,2012
157,acessibilidade,2012
157,avaliação de comunicabilidade,2012
157,surdos,2012
157,interação humano-computador,2012
157,observação de usuários,2012
519,acessibilidade,2012
519,avaliação de comunicabilidade,2012
519,surdos,2012
519,interação humano-computador,2012
519,observação de usuários,2012
569,acessibilidade,2012
569,avaliação de comunicabilidade,2012
569,surdos,2012
569,interação humano-computador,2012
569,observação de usuários,2012
159,android,2012
159,interação humano-computador,2012
191,android,2012
191,interação humano-computador,2012
324,android,2012
324,interação humano-computador,2012
364,android,2012
364,interação humano-computador,2012
174,affect and emotions in design,2013
174,affectibility,2013
174,design for with and by children,2013
174,learning technology,2013
174,olpc,2013
399,affect and emotions in design,2013
399,affectibility,2013
399,design for with and by children,2013
399,learning technology,2013
399,olpc,2013
337,help systems,2013
337,metalinguistic signs,2013
337,semiotic engineering,2013
419,help systems,2013
419,metalinguistic signs,2013
419,semiotic engineering,2013
226,interaction design,2013
226,paper based,2013
226,rich interactions,2013
226,sketching,2013
226,technique,2013
230,interaction design,2013
230,paper based,2013
230,rich interactions,2013
230,sketching,2013
230,technique,2013
155,accessibility,2013
155,functional illiteracy,2013
155,low literacy users,2013
155,recommendations,2013
155,search engine interface,2013
519,accessibility,2013
519,functional illiteracy,2013
519,low literacy users,2013
519,recommendations,2013
519,search engine interface,2013
430,accessibility,2013
430,assistive technology,2013
430,cursor controller,2013
430,iris tracking,2013
430,residential environmental control,2013
430,virtual keyboard,2013
439,accessibility,2013
439,assistive technology,2013
439,cursor controller,2013
439,iris tracking,2013
439,residential environmental control,2013
439,virtual keyboard,2013
459,accessibility,2013
459,assistive technology,2013
459,cursor controller,2013
459,iris tracking,2013
459,residential environmental control,2013
459,virtual keyboard,2013
498,accessibility,2013
498,assistive technology,2013
498,cursor controller,2013
498,iris tracking,2013
498,residential environmental control,2013
498,virtual keyboard,2013
535,accessibility,2013
535,assistive technology,2013
535,cursor controller,2013
535,iris tracking,2013
535,residential environmental control,2013
535,virtual keyboard,2013
262,cognitive dimensions analysis,2013
262,interaction modeling language,2013
262,model-based development,2013
366,cognitive dimensions analysis,2013
366,interaction modeling language,2013
366,model-based development,2013
370,facebook,2013
370,privacy,2013
370,social networks,2013
370,user experience,2013
370,facebook,2013
370,privacy,2013
370,social networks,2013
370,user experience,2013
469,facebook,2013
469,privacy,2013
469,social networks,2013
469,user experience,2013
521,facebook,2013
521,privacy,2013
521,social networks,2013
521,user experience,2013
227,facebook,2013
227,online social networks,2013
227,semiotic engineering,2013
227,semiotic inspection method,2013
227,sociability,2013
233,facebook,2013
233,online social networks,2013
233,semiotic engineering,2013
233,semiotic inspection method,2013
233,sociability,2013
557,facebook,2013
557,online social networks,2013
557,semiotic engineering,2013
557,semiotic inspection method,2013
557,sociability,2013
223,inclusão digital,2013
223,jogos,2013
223,prototipação,2013
223,design universal,2013
552,inclusão digital,2013
552,jogos,2013
552,prototipação,2013
552,design universal,2013
419,activity diagrams,2013
419,inspection,2013
419,usability evaluation,2013
424,activity diagrams,2013
424,inspection,2013
424,usability evaluation,2013
533,activity diagrams,2013
533,inspection,2013
533,usability evaluation,2013
543,activity diagrams,2013
543,inspection,2013
543,usability evaluation,2013
117,back navigation,2013
117,dialog management,2013
117,end-user development,2013
117,mediated metacommunication,2013
172,back navigation,2013
172,dialog management,2013
172,end-user development,2013
172,mediated metacommunication,2013
251,back navigation,2013
251,dialog management,2013
251,end-user development,2013
251,mediated metacommunication,2013
9,autismo,2013
9,jogos colaborativos,2013
9,cultura e ihc,2013
9,design,2013
234,autismo,2013
234,jogos colaborativos,2013
234,cultura e ihc,2013
234,design,2013
344,autismo,2013
344,jogos colaborativos,2013
344,cultura e ihc,2013
344,design,2013
9,acessibilidade,2013
9,comunicabilidade,2013
9,surdez,2013
9,diálogos de mediação,2013
23,acessibilidade,2013
23,comunicabilidade,2013
23,surdez,2013
23,diálogos de mediação,2013
23,acessibilidade,2013
23,comunicabilidade,2013
23,surdez,2013
23,diálogos de mediação,2013
157,acessibilidade,2013
157,comunicabilidade,2013
157,surdez,2013
157,diálogos de mediação,2013
251,acessibilidade,2013
251,comunicabilidade,2013
251,surdez,2013
251,diálogos de mediação,2013
519,acessibilidade,2013
519,comunicabilidade,2013
519,surdez,2013
519,diálogos de mediação,2013
569,acessibilidade,2013
569,comunicabilidade,2013
569,surdez,2013
569,diálogos de mediação,2013
119,acessibilidade,2013
119,analfabetismo funcional,2013
119,inclusão social,2013
157,acessibilidade,2013
157,analfabetismo funcional,2013
157,inclusão social,2013
176,acessibilidade,2013
176,analfabetismo funcional,2013
176,inclusão social,2013
314,acessibilidade,2013
314,analfabetismo funcional,2013
314,inclusão social,2013
519,acessibilidade,2013
519,analfabetismo funcional,2013
519,inclusão social,2013
24,foursquare,2013
24,redes geossociais,2013
24,disponibilidade da informação,2013
24,contextos urbanos,2013
25,foursquare,2013
25,redes geossociais,2013
25,disponibilidade da informação,2013
25,contextos urbanos,2013
55,foursquare,2013
55,redes geossociais,2013
55,disponibilidade da informação,2013
55,contextos urbanos,2013
357,foursquare,2013
357,redes geossociais,2013
357,disponibilidade da informação,2013
357,contextos urbanos,2013
407,foursquare,2013
407,redes geossociais,2013
407,disponibilidade da informação,2013
407,contextos urbanos,2013
426,foursquare,2013
426,redes geossociais,2013
426,disponibilidade da informação,2013
426,contextos urbanos,2013
86,contextual help,2013
86,similarity functions,2013
86,web navigation,2013
87,contextual help,2013
87,similarity functions,2013
87,web navigation,2013
90,contextual help,2013
90,similarity functions,2013
90,web navigation,2013
386,contextual help,2013
386,similarity functions,2013
386,web navigation,2013
455,contextual help,2013
455,similarity functions,2013
455,web navigation,2013
477,contextual help,2013
477,similarity functions,2013
477,web navigation,2013
509,contextual help,2013
509,similarity functions,2013
509,web navigation,2013
292,design for all,2013
292,gwap,2013
292,gwido,2013
292,human computation,2013
399,design for all,2013
399,gwap,2013
399,gwido,2013
399,human computation,2013
486,design for all,2013
486,gwap,2013
486,gwido,2013
486,human computation,2013
520,human-computer interaction,2013
520,recommender systems,2013
520,semiotic engineering,2013
520,statistical data visualization,2013
527,human-computer interaction,2013
527,recommender systems,2013
527,semiotic engineering,2013
527,statistical data visualization,2013
532,card,2013
532,design participativo,2013
532,perfil,2013
532,ambiente ubíquo,2013
552,card,2013
552,design participativo,2013
552,perfil,2013
552,ambiente ubíquo,2013
136,aesthetic experience,2013
136,authorship poetry,2013
136,generative literature,2013
561,aesthetic experience,2013
561,authorship poetry,2013
561,generative literature,2013
511,pesquisa exploratória,2013
511,recuperação de informação,2013
511,histórico de pesquisa,2013
539,pesquisa exploratória,2013
539,recuperação de informação,2013
539,histórico de pesquisa,2013
184,criatividade,2013
184,processo de inovação,2013
184,experiência de usuário,2013
305,criatividade,2013
305,processo de inovação,2013
305,experiência de usuário,2013
189,sistemas colaborativos,2013
189,comunicabilidade,2013
189,comparação de métodos de avaliação,2013
189,mac-g,2013
189,manas,2013
189,engenharia semiótica,2013
189,mis,2013
334,sistemas colaborativos,2013
334,comunicabilidade,2013
334,comparação de métodos de avaliação,2013
334,mac-g,2013
334,manas,2013
334,engenharia semiótica,2013
334,mis,2013
423,sistemas colaborativos,2013
423,comunicabilidade,2013
423,comparação de métodos de avaliação,2013
423,mac-g,2013
423,manas,2013
423,engenharia semiótica,2013
423,mis,2013
469,sistemas colaborativos,2013
469,comunicabilidade,2013
469,comparação de métodos de avaliação,2013
469,mac-g,2013
469,manas,2013
469,engenharia semiótica,2013
469,mis,2013
237,formative evaluation,2013
237,human-computer interaction,2013
237,model-based design,2013
237,molic,2013
237,molic woz,2013
237,semiotic engineering,2013
520,formative evaluation,2013
520,human-computer interaction,2013
520,model-based design,2013
520,molic,2013
520,molic woz,2013
520,semiotic engineering,2013
254,brazilian symposium,2013
254,conferences,2013
254,hci,2013
254,visual exploration,2013
254,brazilian symposium,2013
254,conferences,2013
254,hci,2013
254,visual exploration,2013
377,brazilian symposium,2013
377,conferences,2013
377,hci,2013
377,visual exploration,2013
391,brazilian symposium,2013
391,conferences,2013
391,hci,2013
391,visual exploration,2013
21,critérios de acessibilidade,2014
21,sistemas gerenciadores de conteúdo,2014
21,estudo quantitativo,2014
21,acessibilidade web,2014
158,critérios de acessibilidade,2014
158,sistemas gerenciadores de conteúdo,2014
158,estudo quantitativo,2014
158,acessibilidade web,2014
257,critérios de acessibilidade,2014
257,sistemas gerenciadores de conteúdo,2014
257,estudo quantitativo,2014
257,acessibilidade web,2014
389,critérios de acessibilidade,2014
389,sistemas gerenciadores de conteúdo,2014
389,estudo quantitativo,2014
389,acessibilidade web,2014
445,critérios de acessibilidade,2014
445,sistemas gerenciadores de conteúdo,2014
445,estudo quantitativo,2014
445,acessibilidade web,2014
430,accessibility,2014
430,text entry,2014
430,user interface design and evaluation,2014
430,user interface design and evaluation,2014
430,virtual keyboard,2014
439,accessibility,2014
439,text entry,2014
439,user interface design and evaluation,2014
439,user interface design and evaluation,2014
439,virtual keyboard,2014
459,accessibility,2014
459,text entry,2014
459,user interface design and evaluation,2014
459,user interface design and evaluation,2014
459,virtual keyboard,2014
498,accessibility,2014
498,text entry,2014
498,user interface design and evaluation,2014
498,user interface design and evaluation,2014
498,virtual keyboard,2014
246,idosos,2014
246,interface,2014
246,ipad,2014
246,tablet,2014
246,usabilidade,2014
467,idosos,2014
467,interface,2014
467,ipad,2014
467,tablet,2014
467,usabilidade,2014
519,idosos,2014
519,interface,2014
519,ipad,2014
519,tablet,2014
519,usabilidade,2014
117,cognitive dimensions of notations,2014
117,communicability,2014
117,human-computer interaction,2014
117,notations,2014
117,semiotic engineering,2014
117,software development tools,2014
117,usability,2014
295,cognitive dimensions of notations,2014
295,communicability,2014
295,human-computer interaction,2014
295,notations,2014
295,semiotic engineering,2014
295,software development tools,2014
295,usability,2014
474,cognitive dimensions of notations,2014
474,communicability,2014
474,human-computer interaction,2014
474,notations,2014
474,semiotic engineering,2014
474,software development tools,2014
474,usability,2014
58,awareness,2014
58,collective knowledge construction,2014
58,energy consumption,2014
58,organizational semiotics,2014
240,awareness,2014
240,collective knowledge construction,2014
240,energy consumption,2014
240,organizational semiotics,2014
317,awareness,2014
317,collective knowledge construction,2014
317,energy consumption,2014
317,organizational semiotics,2014
317,awareness,2014
317,collective knowledge construction,2014
317,energy consumption,2014
317,organizational semiotics,2014
399,awareness,2014
399,collective knowledge construction,2014
399,energy consumption,2014
399,organizational semiotics,2014
420,awareness,2014
420,collective knowledge construction,2014
420,energy consumption,2014
420,organizational semiotics,2014
306,design,2014
306,interação humano-computador,2014
306,partes interessadas,2014
306,semiótica organizacional,2014
306,personas,2014
306,aplicações terapêuticas,2014
338,design,2014
338,interação humano-computador,2014
338,partes interessadas,2014
338,semiótica organizacional,2014
338,personas,2014
338,aplicações terapêuticas,2014
552,design,2014
552,interação humano-computador,2014
552,partes interessadas,2014
552,semiótica organizacional,2014
552,personas,2014
552,aplicações terapêuticas,2014
562,design,2014
562,interação humano-computador,2014
562,partes interessadas,2014
562,semiótica organizacional,2014
562,personas,2014
562,aplicações terapêuticas,2014
563,design,2014
563,interação humano-computador,2014
563,partes interessadas,2014
563,semiótica organizacional,2014
563,personas,2014
563,aplicações terapêuticas,2014
104,metáforas de perspectivas culturais,2014
104,ihc e cultura,2014
104,avaliação de ihc,2014
104,engenharia semiótica,2014
117,metáforas de perspectivas culturais,2014
117,ihc e cultura,2014
117,avaliação de ihc,2014
117,engenharia semiótica,2014
344,metáforas de perspectivas culturais,2014
344,ihc e cultura,2014
344,avaliação de ihc,2014
344,engenharia semiótica,2014
117,captura & acesso,2014
117,documentos hipermídia,2014
117,pesquisa qualitativa,2014
117,rastreabilidade de pesquisa,2014
461,captura & acesso,2014
461,documentos hipermídia,2014
461,pesquisa qualitativa,2014
461,rastreabilidade de pesquisa,2014
474,captura & acesso,2014
474,documentos hipermídia,2014
474,pesquisa qualitativa,2014
474,rastreabilidade de pesquisa,2014
267,interaction design,2014
267,prototyping,2014
267,user experience,2014
525,interaction design,2014
525,prototyping,2014
525,user experience,2014
549,interaction design,2014
549,prototyping,2014
549,user experience,2014
126,user interface evaluation,2014
126,video annotation,2014
496,user interface evaluation,2014
496,video annotation,2014
550,user interface evaluation,2014
550,video annotation,2014
189,sistemas colaborativos,2014
189,modelos de projeto,2014
189,manas,2014
189,modelagem,2014
189,molic,2014
189,engenharia semiótica,2014
469,sistemas colaborativos,2014
469,modelos de projeto,2014
469,manas,2014
469,modelagem,2014
469,molic,2014
469,engenharia semiótica,2014
424,diagrama de atividade,2014
424,estudo empírico,2014
424,análise hierárquica de tarefa,2014
424,modelo de tarefas,2014
533,diagrama de atividade,2014
533,estudo empírico,2014
533,análise hierárquica de tarefa,2014
533,modelo de tarefas,2014
577,diagrama de atividade,2014
577,estudo empírico,2014
577,análise hierárquica de tarefa,2014
577,modelo de tarefas,2014
497,emotion,2014
497,emotional assessment,2014
497,emotional experience,2014
497,method of evaluation,2014
497,human-computer interaction,2014
552,emotion,2014
552,emotional assessment,2014
552,emotional experience,2014
552,method of evaluation,2014
552,human-computer interaction,2014
281,case-based reasoning,2014
281,design knowledge,2014
281,design tools,2014
281,hci design,2014
281,human-computer interaction,2014
281,semiotic engineering,2014
520,case-based reasoning,2014
520,design knowledge,2014
520,design tools,2014
520,hci design,2014
520,human-computer interaction,2014
520,semiotic engineering,2014
72,esm,2014
72,experimento,2014
72,dispositivos móveis,2014
72,avaliação de usabilidade,2014
72,experiência dos usuários,2014
107,esm,2014
107,experimento,2014
107,dispositivos móveis,2014
107,avaliação de usabilidade,2014
107,experiência dos usuários,2014
160,esm,2014
160,experimento,2014
160,dispositivos móveis,2014
160,avaliação de usabilidade,2014
160,experiência dos usuários,2014
434,esm,2014
434,experimento,2014
434,dispositivos móveis,2014
434,avaliação de usabilidade,2014
434,experiência dos usuários,2014
532,data collection,2014
532,guidelines,2014
532,mobile application,2014
532,participatory design,2014
532,pictive,2014
532,ubiquitous computing,2014
532,user profile,2014
552,data collection,2014
552,guidelines,2014
552,mobile application,2014
552,participatory design,2014
552,pictive,2014
552,ubiquitous computing,2014
552,user profile,2014
72,regras de associação,2014
72,mineração de dados,2014
72,dispositivos móveis,2014
72,smartphones,2014
72,avaliação de usabilidade,2014
72,regras de associação,2014
72,mineração de dados,2014
72,dispositivos móveis,2014
72,smartphones,2014
72,avaliação de usabilidade,2014
107,regras de associação,2014
107,mineração de dados,2014
107,dispositivos móveis,2014
107,smartphones,2014
107,avaliação de usabilidade,2014
37,facebook,2014
37,redes sociais online,2014
37,estratégias de persuasão,2014
133,facebook,2014
133,redes sociais online,2014
133,estratégias de persuasão,2014
451,facebook,2014
451,redes sociais online,2014
451,estratégias de persuasão,2014
269,interação,2014
269,observação,2014
269,diretivas,2014
269,displays públicos,2014
304,interação,2014
304,observação,2014
304,diretivas,2014
304,displays públicos,2014
476,interação,2014
476,observação,2014
476,diretivas,2014
476,displays públicos,2014
18,privacidade,2014
18,estudo qualitativo,2014
18,redes sociais,2014
59,privacidade,2014
59,estudo qualitativo,2014
59,redes sociais,2014
393,privacidade,2014
393,estudo qualitativo,2014
393,redes sociais,2014
402,privacidade,2014
402,estudo qualitativo,2014
402,redes sociais,2014
469,privacidade,2014
469,estudo qualitativo,2014
469,redes sociais,2014
521,privacidade,2014
521,estudo qualitativo,2014
521,redes sociais,2014
71,memorial digital,2014
71,luto,2014
71,prototipação,2014
71,recomendações,2014
71,web social,2014
71,sensações dos usuários,2014
136,memorial digital,2014
136,luto,2014
136,prototipação,2014
136,recomendações,2014
136,web social,2014
136,sensações dos usuários,2014
561,memorial digital,2014
561,luto,2014
561,prototipação,2014
561,recomendações,2014
561,web social,2014
561,sensações dos usuários,2014
64,gaze gesture,2014
64,gaze-based interaction,2014
64,meta-keys,2014
96,gaze gesture,2014
96,gaze-based interaction,2014
96,meta-keys,2014
69,acessibilidade,2014
69,aplicações móveis,2014
69,interações baseadas na fala,2014
70,acessibilidade,2014
70,aplicações móveis,2014
70,interações baseadas na fala,2014
222,acessibilidade,2014
222,aplicações móveis,2014
222,interações baseadas na fala,2014
22,design da informação,2014
22,realidade mediada,2014
22,operações técnicas,2014
22,instruções visuais,2014
78,design da informação,2014
78,realidade mediada,2014
78,operações técnicas,2014
78,instruções visuais,2014
147,design da informação,2014
147,realidade mediada,2014
147,operações técnicas,2014
147,instruções visuais,2014
208,design da informação,2014
208,realidade mediada,2014
208,operações técnicas,2014
208,instruções visuais,2014
291,design da informação,2014
291,realidade mediada,2014
291,operações técnicas,2014
291,instruções visuais,2014
355,design da informação,2014
355,realidade mediada,2014
355,operações técnicas,2014
355,instruções visuais,2014
548,design da informação,2014
548,realidade mediada,2014
548,operações técnicas,2014
548,instruções visuais,2014
9,sondas de design,2014
9,meta design,2014
9,engenharia semiótica,2014
9,tecnologias de apoio para o tratamento de transtorno do espectro autista,2014
117,sondas de design,2014
117,meta design,2014
117,engenharia semiótica,2014
117,tecnologias de apoio para o tratamento de transtorno do espectro autista,2014
460,sondas de design,2014
460,meta design,2014
460,engenharia semiótica,2014
460,tecnologias de apoio para o tratamento de transtorno do espectro autista,2014
196,aspect-oriented programming,2014
196,interaction monitoring,2014
196,three-dimensional virtual environments,2014
207,aspect-oriented programming,2014
207,interaction monitoring,2014
207,three-dimensional virtual environments,2014
333,aspect-oriented programming,2014
333,interaction monitoring,2014
333,three-dimensional virtual environments,2014
466,aspect-oriented programming,2014
466,interaction monitoring,2014
466,three-dimensional virtual environments,2014
10,interação corporificada,2014
10,aprendizagem corporificada,2014
10,videogames na educação,2014
454,interação corporificada,2014
454,aprendizagem corporificada,2014
454,videogames na educação,2014
465,interação corporificada,2014
465,aprendizagem corporificada,2014
465,videogames na educação,2014
526,interação corporificada,2014
526,aprendizagem corporificada,2014
526,videogames na educação,2014
254,simpósio brasileiro,2014
254,rede de coautoria,2014
254,análise da colaboração,2014
254,ihc,2014
254,análise de redes sociais,2014
254,exploração visual,2014
339,simpósio brasileiro,2014
339,rede de coautoria,2014
339,análise da colaboração,2014
339,ihc,2014
339,análise de redes sociais,2014
339,exploração visual,2014
377,simpósio brasileiro,2014
377,rede de coautoria,2014
377,análise da colaboração,2014
377,ihc,2014
377,análise de redes sociais,2014
377,exploração visual,2014
391,simpósio brasileiro,2014
391,rede de coautoria,2014
391,análise da colaboração,2014
391,ihc,2014
391,análise de redes sociais,2014
391,exploração visual,2014
292,reactivision,2014
292,scratch,2014
292,storytelling,2014
292,interfaces tangíveis,2014
292,tui,2014
399,reactivision,2014
399,scratch,2014
399,storytelling,2014
399,interfaces tangíveis,2014
399,tui,2014
551,reactivision,2014
551,scratch,2014
551,storytelling,2014
551,interfaces tangíveis,2014
551,tui,2014
261,audio,2014
261,haptics,2014
261,multimodal interfaces,2014
261,videogames,2014
261,visually impaired,2014
380,audio,2014
380,haptics,2014
380,multimodal interfaces,2014
380,videogames,2014
380,visually impaired,2014
409,audio,2014
409,haptics,2014
409,multimodal interfaces,2014
409,videogames,2014
409,visually impaired,2014
205,seleção de conteúdo,2014
205,entrevista semiestruturada,2014
205,análise de sentimentos,2014
205,método de explicitação do discurso subjacente,2014
205,experiência do usuário,2014
301,seleção de conteúdo,2014
301,entrevista semiestruturada,2014
301,análise de sentimentos,2014
301,método de explicitação do discurso subjacente,2014
301,experiência do usuário,2014
340,seleção de conteúdo,2014
340,entrevista semiestruturada,2014
340,análise de sentimentos,2014
340,método de explicitação do discurso subjacente,2014
340,experiência do usuário,2014
458,seleção de conteúdo,2014
458,entrevista semiestruturada,2014
458,análise de sentimentos,2014
458,método de explicitação do discurso subjacente,2014
458,experiência do usuário,2014
469,seleção de conteúdo,2014
469,entrevista semiestruturada,2014
469,análise de sentimentos,2014
469,método de explicitação do discurso subjacente,2014
469,experiência do usuário,2014
346,end-user programming,2014
346,self-expression,2014
346,semiotic engineering,2014
346,virtual learning environments,2014
419,end-user programming,2014
419,self-expression,2014
419,semiotic engineering,2014
419,virtual learning environments,2014
19,english as second language,2014
19,placement test,2014
19,semiotic inspection method,2014
71,english as second language,2014
71,placement test,2014
71,semiotic inspection method,2014
136,english as second language,2014
136,placement test,2014
136,semiotic inspection method,2014
456,english as second language,2014
456,placement test,2014
456,semiotic inspection method,2014
561,english as second language,2014
561,placement test,2014
561,semiotic inspection method,2014
23,accessibility,2015
23,deafness,2015
23,health campaign,2015
23,accessibility,2015
23,deafness,2015
23,health campaign,2015
175,accessibility,2015
175,deafness,2015
175,health campaign,2015
429,accessibility,2015
429,deafness,2015
429,health campaign,2015
429,accessibility,2015
429,deafness,2015
429,health campaign,2015
519,accessibility,2015
519,deafness,2015
519,health campaign,2015
569,accessibility,2015
569,deafness,2015
569,health campaign,2015
260,android,2015
260,libras,2015
260,smartphone,2015
260,vocalizer,2015
505,android,2015
505,libras,2015
505,smartphone,2015
505,vocalizer,2015
515,android,2015
515,libras,2015
515,smartphone,2015
515,vocalizer,2015
20,assistive technology,2015
20,eeg analysis,2015
20,environment control,2015
20,interaction,2015
138,assistive technology,2015
138,eeg analysis,2015
138,environment control,2015
138,interaction,2015
408,assistive technology,2015
408,eeg analysis,2015
408,environment control,2015
408,interaction,2015
81,analfabetismo funcional,2015
81,diálogos de mediação,2015
81,inclusão social,2015
81,acessibilidade web,2015
81,colaboração na web,2015
519,analfabetismo funcional,2015
519,diálogos de mediação,2015
519,inclusão social,2015
519,acessibilidade web,2015
519,colaboração na web,2015
472,color,2015
472,design,2015
472,emotion,2015
472,human factors,2015
472,human-computer interaction,2015
552,color,2015
552,design,2015
552,emotion,2015
552,human factors,2015
552,human-computer interaction,2015
236,gender identity,2015
236,interfaces,2015
236,lgbt,2015
236,sexual orientation,2015
141,alternative remote control,2015
141,arduino,2015
141,attention-aware system,2015
141,interactive tv,2015
184,alternative remote control,2015
184,arduino,2015
184,attention-aware system,2015
184,interactive tv,2015
402,hci,2015
402,personal information disclosure,2015
402,privacy,2015
402,semiotic engineering,2015
402,hci,2015
402,personal information disclosure,2015
402,privacy,2015
402,semiotic engineering,2015
469,hci,2015
469,personal information disclosure,2015
469,privacy,2015
469,semiotic engineering,2015
72,computer vision,2015
72,intelligent image processing,2015
72,interactive gestures,2015
72,natural interaction,2015
72,pattern recognition,2015
80,computer vision,2015
80,intelligent image processing,2015
80,interactive gestures,2015
80,natural interaction,2015
80,pattern recognition,2015
248,computer vision,2015
248,intelligent image processing,2015
248,interactive gestures,2015
248,natural interaction,2015
248,pattern recognition,2015
336,computer vision,2015
336,intelligent image processing,2015
336,interactive gestures,2015
336,natural interaction,2015
336,pattern recognition,2015
373,participatory design,2015
373,ubicard,2015
373,ubiquitous computing,2015
373,user diversity,2015
532,participatory design,2015
532,ubicard,2015
532,ubiquitous computing,2015
532,user diversity,2015
362,design language,2015
362,interaction design,2015
362,molic,2015
520,design language,2015
520,interaction design,2015
520,molic,2015
533,design language,2015
533,interaction design,2015
533,molic,2015
362,cdn,2015
362,linguagem de design,2015
362,design de interação,2015
362,molic,2015
520,cdn,2015
520,linguagem de design,2015
520,design de interação,2015
520,molic,2015
199,change in meaning,2015
199,communication and collaboration,2015
199,mobile learning,2015
199,whatsapp,2015
241,change in meaning,2015
241,communication and collaboration,2015
241,mobile learning,2015
241,whatsapp,2015
502,design,2015
502,evaluation,2015
502,multimodal interfaces,2015
502,serious videogames,2015
502,virtual environments,2015
502,visual impairment,2015
544,design,2015
544,evaluation,2015
544,multimodal interfaces,2015
544,serious videogames,2015
544,virtual environments,2015
544,visual impairment,2015
4,inspection technique,2015
4,interaction design,2015
4,interaction modeling,2015
57,inspection technique,2015
57,interaction design,2015
57,interaction modeling,2015
520,inspection technique,2015
520,interaction design,2015
520,interaction modeling,2015
533,inspection technique,2015
533,interaction design,2015
533,interaction modeling,2015
254,hci diffusion in brazil,2015
254,inter-region collaboration,2015
254,researcher migration,2015
419,hci diffusion in brazil,2015
419,inter-region collaboration,2015
419,researcher migration,2015
520,hci diffusion in brazil,2015
520,inter-region collaboration,2015
520,researcher migration,2015
193,educational mobile apps,2015
193,gamification,2015
193,semiotic engineering,2015
193,semiotic inspection method,2015
193,educational mobile apps,2015
193,gamification,2015
193,semiotic engineering,2015
193,semiotic inspection method,2015
303,educational mobile apps,2015
303,gamification,2015
303,semiotic engineering,2015
303,semiotic inspection method,2015
117,apropriação,2015
117,programação,2015
117,autoexpressão,2015
117,engenharia semiótica,2015
117,uso de exemplos,2015
419,apropriação,2015
419,programação,2015
419,autoexpressão,2015
419,engenharia semiótica,2015
419,uso de exemplos,2015
71,digital games,2015
71,semiotic engineering,2015
71,semiotic inspection method,2015
136,digital games,2015
136,semiotic engineering,2015
136,semiotic inspection method,2015
561,digital games,2015
561,semiotic engineering,2015
561,semiotic inspection method,2015
23,communicability,2015
23,elderly,2015
23,facebook,2015
23,mac-g,2015
23,social networks,2015
74,communicability,2015
74,elderly,2015
74,facebook,2015
74,mac-g,2015
74,social networks,2015
101,communicability,2015
101,elderly,2015
101,facebook,2015
101,mac-g,2015
101,social networks,2015
200,communicability,2015
200,elderly,2015
200,facebook,2015
200,mac-g,2015
200,social networks,2015
325,communicability,2015
325,elderly,2015
325,facebook,2015
325,mac-g,2015
325,social networks,2015
403,communicability,2015
403,elderly,2015
403,facebook,2015
403,mac-g,2015
403,social networks,2015
519,communicability,2015
519,elderly,2015
519,facebook,2015
519,mac-g,2015
519,social networks,2015
129,keywords,2015
129,usability,2015
129,usability evaluation,2015
129,verbalization,2015
143,keywords,2015
143,usability,2015
143,usability evaluation,2015
143,verbalization,2015
375,keywords,2015
375,usability,2015
375,usability evaluation,2015
375,verbalization,2015
452,keywords,2015
452,usability,2015
452,usability evaluation,2015
452,verbalization,2015
536,keywords,2015
536,usability,2015
536,usability evaluation,2015
