,paper_id,paper_year,paper_title,paper_language,paper_num_authors,paper_theme,paper_acm_key,paper_acm_category,paper_acm_terms,paper_abstract_PT,paper_abstract_EN,paper_abstract_ES
162,4668,2010,Estratégias para Comunicar Qualidade na Wikipedia,PT-BR,2,,,,,"Em enciclopédias abertas e colaborativas, como a
Wikipedia, a comunicação da qualidade dos artigos para os
usuários comuns é essencial para aumentar a confiabilidade
na informação divulgada nestes tipos de sistemas. Neste
artigo, nós identificamos e avaliamos as estratégias
disponibilizadas pela Wikipedia, para associar qualidade a
um artigo, através da aplicação científica do Método de
Inspeção Semiótica. Nossos resultados apresentaram nove
diferentes estratégias e identificaram","In open and collaborative encyclopedias like Wikipedia, communication to users about the quality of its articles is essential to increase the reliability of the information disclosed. In this article, we identify and evaluate the strategies provided by Wikipedia, to associate quality to an article. To do so the Semiotic Inspection Method is applied scientifically. The result was the identification of nine different strategies. The evaluation has also pointed out potential problems in how the strategies are conveyed to users.",
163,4669,2010,"FAVIHC ? Framework de Avaliação da Interação Humano Computador, estudo de caso na Televisão Digital",PT-BR,2,,H5-Information interfaces and presentation: H5.2-User Interface.,,,"Desde o momento da especificação de um sistema ou
produto até a sua entrega, diversos tipos de avaliações
podem ser realizados, envolvendo aspectos como:
funcionalidade, usabilidade, etc. Neste trabalhou um
framework foi desenvolvido para fomentar a avaliação de
sistemas interativos sob a ótica de quatro perspectivas:
Necessidades, Requisitos e Soluções de Projeto, Produtos e
Sistema. O framework baseia-se no modelo de qualidade
proposto na ISO/IEC 9126 que sugere que a avaliação das
características de um software seja feita de acordo com três
tipos de qualidade: qualidade interna, qualidade externa e
qualidade em uso. O framework proposto foi aplicado em
um estudo de caso de TV Digital interativa (TVDi).","From the moment the specification of a system or product to its delivery, various types of evaluations can be conducted, involving aspects such as functionality, usability, etc. This worked a framework was developed to promote the evaluation of interactive systems from the viewpoint of four perspectives: Needs, Requirements and Design Solutions, Products and Systems. The framework is based on the quality model proposed in ISO / IEC 9126 which suggests that the evaluation of the characteristics of a software is made according to three types of quality: internal quality, external quality and quality in use. The proposed framework was applied in a case study of interactive Digital TV (TVDi).",
164,4670,2010,Interação com conteúdo complementar para apoio ao entendimento de programas televisivos,PT-BR,4,,,,,"Para muitas pessoas a televisão ainda é a principal forma de entretenimento. Um entretenimento cada vez menos passivo, na medida em que novas tecnologias vem sendo aplicadas à área, principalmente com a TV digital, e os telespectadores vão mudando a sua forma de assistir TV. Nesse novo cenário, uma nova TV, digital e interativa, permite ao telespectador fazer compras, participar de enquetes, enviar e-mails, entre outras facilidades, por meio do controle remoto. Tais facilidades trazem consigo novos desafios, entre eles, o fornecimento de interfaces que possibilitam aos usuários usufruir dos recursos oferecidos. A TV digital interativa deve minimizar barreiras e promover a acessibilidade aos diferentes tipos de público, entre os quais, aos usuários que possuem dificuldade para compreender o conteúdo transmitido. Neste trabalho, por meio de um estudo de caso piloto, foi possível analisar um grupo de usuários e identificar a existência de dificuldades na compreensão de conteúdos transmitidos. Essas dificuldades estão apresentadas em diferentes níveis e dependem de diversos fatores, entre eles fatores culturais e educacionais. Sugestões de acessibilidade para esse público podem ser oferecidas utilizando-se conteúdos complementares aos programas televisivos. A utilização desses conteúdos permite ao usuário usufruir mais efetivamente dos programas exibidos tornando a experiência mais agradável e proveitosa.","For many people television is still the main form of
entertainment. It is a kind of entertainment which is
becoming less passive, to the extent that new technology is
being applied to the area, especially with digital TV and
viewers are changing the way they watch TV. In this new
scenario, a new TV, digital, interactive, lets the viewers
shop, take part in surveys, send emails, among other
facilities, through the remote control. These possibilities
bring new challenges, including the provision of interfaces
that enable users to enjoy the offered features. The digital
interactive TV must minimize barriers and promote
accessibility to different types of audiences, including the
users who have some trouble to understand the broadcast
content. In this paper, through a pilot case study, it was
possible to analyze a group of users and the existence of
difficulties to understand the transmitted content. These
difficulties are presented in different levels and depend on
several factors, including cultural and educational factors.
Suggestions for this public accessibility may be provided
using additional content to television programs. The use of
such content lets users to take advantage of the programs as
they become more enjoyable and profitable.",
165,4671,2010,Making interactive systems more flexible: an approach based on users? participation and norms,EN,2,,,,,,"One approach for suiting the diverse and mutable interaction requirements is to tailor interfaces according to the users? preferences or needs. Although literature regarding tailoring presents results with diverse foci, there has been a lack of works considering methods and techniques to support designers in their practice. This paper presents a practical approach to elicit and formalize the tailorable behavior making interactive systems more flexible. The elicitation of the different possible interfaces is performed with users? participation and the tailorable behavior is formalized with a norm-based structure. A case study is described as well as the evaluation with final users.",
166,4672,2010,Meta-communication in Inclusive Scenarios: Issues and Alternatives,EN,2,,,,,,"Considering the growing need of providing government services through the Internet, it is fundamental to make these systems accessible and inclusive, in order to reach the majority of citizens. In this paper we present a proposal of a meta-communication mechanism to support users in inclusive social networks and the validation of a prototype tool by a community of users in a Brazilian city. Furthermore, based on lessons learned from the activity reported here and from previous investigations, we describe the Design Rationale for this mechanism in an attempt to inform designers of inclusive systems about suitable alternatives to issues that arise during the development of the application.",
167,4673,2010,Patterns for the Design of Musical Interaction with Everyday Mobile Devices,EN,5,,,,,,"The growing popularity of mobile devices gave birth to a still emergent research field, called Mobile Music (music with mobile devices). Our particular research investigates such repurposing of ordinary mobile devices for use in musical activities. In this paper we propose the use of patterns in the design of musical interaction with these devices. We introduce the musical interaction patterns that came out of our investigation so far, and describe the exploratory prototypes which served as inspiration and, at the same time, as testbed for these proposed interaction patterns.",
168,4674,2010,Personas Celulares do Mercado Brasileiro,PT-BR,3,,,,,"Este artigo apresenta uma adaptação da técnica de personas com o objetivo de apoiar o projeto de interação para sites web em celulares. Para a criação das personas celulares, foram realizadas pesquisas no mercado de aparelhos celulares do Brasil, a partir do que foram definidos perfis destes aparelhos. A aplicação da técnica de personas produziu um conjunto de modelos fictícios, que podem apoiar o projeto. Como exemplo de aplicação, foram analisadas as recomendações de projeto do W3C (World Wide Web Consortium) à luz das características técnicas dos aparelhos.","This paper presents the usage of the Personas technique in
order to help interaction projects for mobile web sites.
Based on researches about Brazilian cell phone market, we
have defined archetypical mobile devices using the persona
technique. The resulting group of fictitious models intends
to help designers abstract the large number of possible
devices. We review W3C (World Wide Web Consortium)
mobile best practices as an example of usage of the mobile
device personas in design",
169,4675,2010,Reconstruindo o diálogo em sistemas de ajuda,PT-BR,2,,,,,"Apesar dos avanços dos sistemas computacionais, ainda há poucas alternativas de sistemas de ajuda. Novos paradigmas são necessários porque as possibilidades de sistemas de ajuda ainda são pouco exploradas tanto por usuários finais quanto por designers. Este artigo pesquisa sistemas de ajuda baseados em um novo paradigma: o diálogo entre o usuário e o sistema. Por fim, apresenta uma abordagem para reduzir as falhas de comunicação e transformar a comunicação em algo mais próximo de um diálogo natural.","Despite the advances of computer systems, there are still
few alternatives of help systems. New paradigms are
needed because the possibilities of help systems are still
poorly explored both by end users and by the designers.
This paper explores research on help systems, based on a
new paradigm: the dialogue between the user and the
system. From this research emerged an approach to reduce
their communication gaps and transform that
communication into something closer to a natural dialogue.",
170,4676,2010,Softwares Sociais: Uma Visão Orientada a Valores,PT-BR,3,,,,,"Os softwares sociais tem sido desencadeadores de transformações que estão alterando o modo como as pessoas se relacionam, utilizam e são afetadas pela tecnologia. As oportunidades e os desafios trazidos por esse tipo de software interativo exigem que os métodos tradicionais de design e avaliação sejam repensados e que novos conceitos, como valores humanos e técnicos, sejam considerados em sistemas computacionais. Este artigo apresenta uma discussão sobre o conceito de software social e coloca esse tipo de sistema no contexto de valores humanos e técnicos. Como principal contribuição, propõe-se um conjunto composto por 27 valores pessoais, sociais e técnicos para apoiar a análise de softwares sociais.","Social software have been triggering transformations that
are changing the way people relate, use and are affected by
technology. The opportunities and challenges brought by
this kind of interactive systems require traditional methods
of design and evaluation to be rethought and new concepts,
such as human and technical values, be considered in
computing systems. This paper presents a discussion on the
concept of social software and places this kind of system in
the context of human and technical values. As main
contribution, it presents a set composed of 27 personal,
social and technical values identified through an extensive
literature review for supporting social software analysis.",
171,4677,2010,Um sistema de interação baseado em gestos manuais tridimensionais para ambientes virtuais,PT-BR,2,,,,,"A constante redução dos custos de dispositivos de visualização tridimensionais (3D) como Head Mounted Displays (HMDs) e mais recentemente TV?s 3D, permite a popularização de aplicativos antes possíveis apenas em ambientes de realidade virtual de custo muito elevado. No entanto, a interação com ambientes virtuais 3D exige modos de interação mais naturais que o mouse e o teclado. Neste artigo nós descrevemos um sistema de interação baseado em gestos manuais tridimensionais de baixo custo, baseado em um sistema de visão computacional estéreo de tempo real, e propomos uma interface híbrida, que combina gestos naturais e simbólicos, para a navegação e manipulação de objetos no ambiente virtual. Resultados de um estudo piloto indicam que a interface híbrida combina de forma eficaz a liberdade de movimentos dos gestos naturais à praticidade dos gestos simbólicos, e sem exigir um longo período de treinamento e adaptação do usuário.","With the steady price reduction of 3D visualization devices
such as Head Mounted Displays (HMDs) and more recently
3D TVs, we can now foresee the dissemination of
applications that was only possible within very expensive
virtual reality environments. However, interaction within
virtual 3D environments requires more natural modes than
those provided by the ubiquitous mouse and keyboard. In
this paper we introduce a novel low cost 3D hand gesture
based interaction system. We have developed a real-time
stereo computer vision system and a hybrid interface that
combines natural and symbolic gestures for navigation and
manipulation of 3D objects in virtual environments. Results
from a pilot study reveals that the hybrid interface presents
great power and flexibility without significant increase in
the complexity of the user interaction.",
172,4678,2010,Universal Design Principles Combined with Web Accessibility Guidelines: A Case Study,EN,2,,,,,,"Accessibility evaluation processes currently face important issues. One is the difficulty to understand the issues pointed out in accessibility guidelines and the procedure to correct them. Other regards the coverage of the accessibility guidelines in relation to the whole technical and social aspects, and contexts of use. Those deficiencies contribute to the low adherence to recommendations and naive solutions since designers usually are not experts in accessibility. Aiming at contributing to this scenario in clarifying understanding and action towards the development of accessible code we proposed a merging of accessibility guidelines for web content from WCAG 2.0 and accessibility physical recommendations from ISO 9241 to Universal Design principles and guidelines. To evaluate our approach we conducted a case study involving students in computer science and specialists in web accessibility. As results we verified relevant contributions regarding the number and quality of the identified accessibility issues even for the specialists in accessibility.",
173,4679,2010,Validação de um Método para Identificação de Problemas de Usabilidade a partir de Diagramas UML,PT-BR,2,,,,,"Com o objetivo de levar a avaliação de usabilidade de sistemas interativos para as etapas iniciais do processo de desenvolvimento de software, propõe-se um método de avaliação de usabilidade baseada em modelos. A fim de cobrir aspectos subjetivos e avaliar com base em modelos utilizados no mundo real, propõe-se um método manual a ser aplicado sobre modelos de engenharia de software, diretrizes para avaliação baseada em modelos. Para refinar o método proposto, foram realizados alguns experimentos combinando diferentes métodos de avaliação e modelos. Após a definição e refinamento do método, realizou-se um experimento para fins de validação da proposta. A partir dos resultados deste experimento, pode-se dizer que se chegou a um conjunto de diretrizes para antecipar a avaliação a partir de modelos. O processo de validação é apresentado neste artigo.","Aiming to take the usability evaluation of interactive
systems to the early stages of the software development
process we propose a method to the model-based usability
evaluation. In order to cover subjective aspects and
evaluate models used in the real world we propose a nonautomatic
method to be applied on software engineering
models: guidelines to model-based usability evaluation. To
refine the proposed method, we carried out some
experiments combining different evaluation methods and
models. After the method definition and refinement, we
carried out an experiment to validate our proposal. From
the results of this experiment we may say that we reach a
set of guidelines to anticipate the usability evaluation using
models. The validation process is presented in this paper.",
174,4680,2011,Análise comparativa de heurísticas para avaliação de jogos digitais,PT-BR,4,,,,,"A avaliação heurística apresenta potencial para identificar problemas na interface e jogabilidade de jogos digitais, desde que seja utilizado um conjunto de heurísticas adequado. Entretanto, as propostas apresentadas na literatura têm um número excessivo de heurísticas, e algumas não são específicas o suficiente para a identificação de problemas pontuais. Neste trabalho, propomos um novo conjunto compilado de heurísticas para a avaliação de jogos digitais, e comparamos o seu desempenho com uma das propostas da literatura. Os resultados mostram que, apesar de conter menos da metade do número de itens, o conjunto proposto permitiu a identificação da mesma quantidade de problemas em dois jogos, com uma descrição ligeiramente mais específica.","the CHI Conference and offer a number of suggestions on
writing style for the worldwide CHI readership.
Keywords
Guides, instructions, author's kit, conference publications
INTRODUCTION
The CHI Proceedings and conference Summary are the
records of the conference. As in previous years, we hope to
give the books a single, high-quality appearance. To do
this, we ask that authors follow some simple guidelines. In
essence, we ask you to make your paper look exactly like
this document. The easiest way to do this is simply to
down-load a template",
175,4681,2011,Speak up your mind: Using speech to capture innovative ideas on interactive surfaces,EN,4,,,,,,"This paper presents Vozze, a user interface that has been designed to speed up the process of recording and managing ideas and their associations during innovation activities. Vozze integrates three major concepts: multitactile surfaces, speech recognition, and workspaces that are dynamically created and linked to each other. Our main goal is to provide the advantages of using a technological platform in innovation processes while maintaining a natural interaction. Multi-tactile surfaces are based on simple hand gestures we have designed. Speech recognition addresses issues related with text entry on interactive surfaces, which typically relies on cumbersome virtual keyboards. Finally, dynamic workspaces allow users to easily represent and share their ideas, as well as to create associations among them. We describe a prototypical implementation of Vozze as well as results from initial usability and user experience evaluations.",
176,4682,2011,Avaliação da Usabilidade de MUI: Um Estudo de Caso,PT-BR,4,,,,,"Neste trabalho, apresenta-se uma abordagem híbrida de avaliação da usabilidade de interfaces multimodais. Tal abordagem, que combina a sondagem da satisfação subjetiva do usuário, a inspeção da conformidade do produto a padrões e a mensuração do desempenho do usuário no tocante ao uso produto, consiste em uma extensão da abordagem híbrida original [35], adaptada ao contexto multimodal. A realização deste estudo de caso indica que os três métodos complementam-se, a fim de produzir um diagnóstico mais confiável e completo da usabilidade do produto avaliado. O estudo de caso foi realizado com o HP TouchSmart PC. Não se registrou a existência de diferenças significativas entre as médias dos dois grupos considerados (principiantes e intermediários), bem como entre as médias dos dados coletados para os dois ambientes (laboratório e campo).","This research presents a hybrid approach for the evaluation of the usability of multimodal user interfaces. The method, which combines user opinion, standard conformity assessment and user performance measurement, consists of anextension of the original hybrid approach adapted to the multimodal context.
The realization of this case study indicates that the three methods are complementary between each other, in order to rpduce a more confident and complete diagnose of the usability of the evaluated product. The case study was performed using HP TouchSmart PC. It was not registered anu significant differences between the result of the considered groups (begginer and intermediate users) as well as both environments (laboratory and field).",
177,4683,2011,Análise da Sociabilidade de Comunidades Online para os Usuários Surdos: Um Estudo de Caso do Orkut,PT-BR,3,,,,,"Neste artigo, buscamos apreciar a proposta de sociabilidade das comunidades online e seu impacto na interação social dos surdos através de um estudo de caso das comunidades do Orkut. Os resultados obtidos nos permitiram constatar que os recursos oferecidos pelas comunidades, bem como a forma utilizada para expressá-los na interface, podem estar dificultando ou até mesmo inviabilizando a socialização dos usuários surdos nesse ambiente.","In this paper, we examine the sociability proposal of online
communities and their impact on the social interaction
among deaf users through a case study of Orkut
communities. The results allowed us to verify that the
resources offered by the communities, as well as the way
used to express them in the interface create challenges for
deaf users to socialize in this environment.",
178,4684,2011,Towards a participatory development technique of assistive technology for mobility and speech impaired patients,EN,3,,,,,,"Assistive technology and computer-based therapeutic aids require an expressive amount of customization in order to achieve the desired effects on patients. The effort of structuring a technique for the development of customized solutions of assistive technology is addressed in this paper, focused on motor and verbally impaired users, based on accommodations in traditional participatory design techniques after experiments with patients, caregivers and therapists. This work provides guidelines to the technique as result of a systematization of researches and participatory design practices.",
179,4685,2011,Accessibility for People with Cerebral Palsy: The Use of Blogs as an Agent of Social Inclusion,EN,4,,,,,,"Cerebral palsy is a brain injury, which depending on the affected site, may be responsible for affecting a person s movements. In extreme cases, the consequences brought about by physical disability may influence the social exclusion of the individual. The situation may be aggravated by problems with speech and vision. In addition, low purchasing power, which is commonplace, can hinder the citizen?s adaptation to the routines of everyday life and keep him/her from accessing software and hardware. These resources, if well designed, tend to contribute to the social inclusion of computer users, and in particular using the web as a communication tool. Among the systems found on the web, blogging, due to its interactive features, was selected as a research subject. For these reasons, this paper addresses the identification and analysis of problems of accessibility and usability in web access to public blogs by users with cerebral palsy, proposing a list of recommendations for developers of blog publishing systems. It is noteworthy that the article is a contribution in the computing challenges of the Twenty- First century proposed by the Brazilian Computer Society as the fourth challenge, universal and interactive access of the Brazilian citizen to sources of knowledge.",
180,4686,2011,Issues of the Social Web interaction project faced with afterlife digital legacy,EN,1,,,,,,"Interacting on the Social Web, people, feelings and properties are connected, generating digital legacy beyond life. Digital life goes further than the bodily one, and software limits make it difficult to model these aspects. Besides, there is a great difference between the criteria for identifying citizens in the real and in the virtual world, including notions of life, death and posthumous data. Interactive systems modeling concerning these issues are discussed, based on bibliographic research, observations of the Web and field research. Therefore, the volitional element is discussed, namely, software planning considering the user?s decision on the destination of his digital legacy.",
181,4687,2011,Vive la différence!: a survey of cultural-aware issues in HCI,EN,3,,,,,,"In times when interactive systems need to provide support for the emerging multi-cultureless of many countries, the ""on-size-fits-all"" approach is no longer applicable. Consequently, the introduction of the culture concept in interactive systems is becoming a necessity, a challenge, and a timely and relevant issue. Indeed, culture has received increasing attention in Human Computer Interaction (HCI) community. In this survey we summarize some basic concepts like internationalization, localization, describing some culture models, particularly Hofstede s cultural dimensions. After we discuss how HCI practices could address these cultural dimensions. Our intention is to establish background and some basic concepts for helping designers incorporating cultural issues in their interaction design.",
182,4688,2011,Evaluation of Web Accessibility Tools,EN,2,,,,,,"There are several accessibility evaluation tools, with different features, which may help a lot when evaluating Web accessibility. However, few data exist about what evaluators think about these features and if these tools are easy or difficult to use. Moreover, there is not so much information about the usage of these tools by inexperienced accessibility evaluators and their opinions when checking guidelines conformance to evaluate Web accessibility. Thus, this paper presents some findings of user tests done in order to evaluate four Web accessibility tools.",
183,4689,2011,Evaluation of Web Accessibility from the Perspective of Functional Illiteracy,EN,5,,,,,,"Functionally illiterate users are potential Internet users, so technological solutions must ensure that content is intelligible to them. Considering accessibility evaluations is important to improve web accessibility, and some barriers are only detected with participation of users in evaluation. But, most of works in this area dealt with persons with visual impairment. This paper aimed to research the behavior of functionally illiterate users, identifying important characteristics that should consider in an evaluation of accessibility. It was elaborated a list of best strategies that the specialists and researchers should consider in accessibility evaluation with the audience under examination.",
184,4690,2011,On the epistemic nature of Cultural Viewpoint Metaphors,EN,3,,,,,,"This paper presents the results of a in-depth qualitative study to investigate if and how our previously proposed Cultural Viewpoint Metaphors (CVM) can support practitioners in assessing the quality of HCI design alternatives. The results of the study underline the epistemic value of CVM in cross-cultural system design processes. The metaphors have not only helped participants to organize their thinking about how cultural diversity is exposed and communicated through systems interfaces, but also to build new knowledge and understanding about culture itself.",
185,4691,2011,"""Eu também quero jogar!"" - reavaliando as práticas e diretrizes de acessibilidade em jogos",PT-BR,2,,,,,"Os jogos eletrônicos assumiram um lugar de destaque nas atividades humanas. Além de mobilizarem uma indústria bilionária, esses jogos formam um importante conjunto de recursos para o desenvolvimento humano. Buscando incluir pessoas com necessidades especiais no público alvo dos jogos tradicionais, grupos de pesquisa e organizações propuseram diretrizes e práticas de acessibilidade que maximizassem o acesso desses sujeitos. Como essas coleções de diretrizes muitas vezes abordam problemas diferentes ou perspectivas diferentes, utilizamos uma técnica de análise de conteúdo para identificar e categorizar os temas comuns e, à luz de modelos bem estruturados de práticas de acessibilidade, compilamos um conjunto abrangente de diretrizes para jogos eletrônicos.","Electronic games have gained a prominent place in human
activities. In addition to constituting a billion dollar
industry, these games form an important collection of
resources for human development. Aiming to include
people with special needs in the target audience of the
mainstream games, research groups and organizations have
proposed accessibility practices and guidelines that
maximize access to these subjects. As the guidelines
collections often address different issues and different
outlooks, we have used a content analysis technique to
identify and categorize the common themes and, in light of
well-structured models of accessibility practices, we have
compiled a comprehensive set of electronic games
guidelines.",
186,4692,2011,Adaptação Contextualizada do Conteúdo da Interface de um Jogo Narrativo Educacional,PT-BR,2,,,,,"Este artigo apresenta um jogo narrativo educacional que possui a interface adaptativa com o intuito de permitir a qualquer educador(a) adaptar o conteúdo da interface com auxílio de sugestões advindas de uma base cultural, que possui informações que representam o conhecimento de senso comum dos brasileiros. Por meio de um estudo de caso, descrito no artigo, foi possível evidenciar que a possibilidade de adaptação da interface permite ao(a) educador(a) maior liberdade para criar um jogo de acordo com as suas necessidades e princípios pedagógicos, bem como, o uso da base cultural o(a) apóia em conhecer informações, que possivelmente estão presentes na realidade dos alunos e, assim ter um repertório maior para definir histórias, considerando os cenários, personagens e suas características, etc.",,
187,4693,2011,USABILICS: avaliação remota de usabilidade e métricas baseadas na análise de tarefas,PT-BR,2,,,,,"A disponibilidade de ferramentas e recursos para a criac¸ ?ao e publicac¸ ?ao de informac¸ ?ao na Web permite que pessoas sem experi?encia em desenvolvimento Web construam e publiquem aplicac¸ ?oes. Neste cen´ario, a avaliac¸ ?ao de usabilidade de tarefas ´e raramente adotada no processo de desenvolvimento da aplicac¸ ?ao. Dessa forma, h´a um crescente interesse em trabalhos relacionados `a avaliac¸ ?ao remota e autom´atica ou semi-autom´atica de usabilidade. No sentido de atender essa demanda, este artigo apresenta o USABILICS, um sistema voltado `a avaliac¸ ?ao remota e semi-autom´atica de usabilidade baseada em um modelo de interface. O modelo proposto permite a definic¸ ?ao de tarefas usando uma abordagem simples e intuitiva, que pode ser utilizada em aplicac¸ ?oesWeb grandes e din?amicas. O USABILICS analisa a execuc¸ ?ao das tarefas calculando a similaridade entre a sequ?encia de eventos gerados pelos usu´arios e aquela previamente definida pelo avaliador. Os resultados gerados pelo USABILICS, quando quando comparados a testes tradicionais em laborat´orio, indicam que nossa abordagem ´e eficiente na identificac¸ ?ao de problemas de usabilidade em aplicac¸ ?oes Web.","The availability of tools and facilities for the creation and
publishing of information on the Web has allowed people
without aWeb development background to build and deploy
applications on the Web. In this scenario, usability evaluation
tasks are rarely adopted in the application’s development
process. Therefore, there is an increasing interest on
studies related to the automatic or semi-automatic remote
evaluation of usability. This paper presents USABILICS, a
system targeted for the semi-automatic remote evaluation of
usability based on an interface model. The proposed model
allows the definition of tasks using a simple and intuitive
approach, which can be applied to large and dynamic Web
applications. USABILICS analyses the execution of tasks
by calculating the similarity among sequence of events produced
by users and those previously captured by the developer.
The results produced by USABILICS, when compared
to laboratory-based tests, indicate that our approach is effective
towards identifying usability problems in Web applications.",
188,4694,2011,Motivational Aspects in Energy Feedback Systems Design,EN,2,,,,,,"In harmony with the 3rd HCI wave, the design of residential energy feedback systems (REFS) is an emerging research area in HCI, stimulated by the changes the world has suffered for economic and environmental reasons. Theoretical background supports the ambitious goal of changing a culture by means of a new technology, evidencing the importance of addressing social aspects, beyond those traditionally related to technology. While most concerns are related to sustainable attitudes, finetuning the effectiveness of REFS solutions, the scenario addressed by this research requires a deeper analysis of culture to understand particular issues as fraud and the growing of local economy for the design of a feedback system. This paper analyzes technical, formal and informal aspects of this technology introduction in a developing society, inspiring a set of design guidelines and requirements for REFS.",
189,4695,2011,Widgets Internship: Developing Learners Skills in a User- Centered Development Process,EN,4,,"User-centered design, problem-based learning, widgets, mobile",H.5.2 [Information Interfaces and Presentation]: User Interfaces ? user-centered design.,"Design, Human Factorsgn.",,"This paper describes an internship program in design and computer programming, based on a user-centered development process to develop mobile applications for an industry partner. With the support of a team of professionals, and inspired by a problem-based learning approach, the interns followed a usercentered design cycle formed by research, ideation, prototyping and testing. They were involved in collecting and analyzing data from user research, generating concepts and implementing widgets for mobile phones. Within the program, where eighty-five widgets were expected, one hundred and eleven were produced, , indicating that the process inspired and engaged the interns in applying the skills and knowledge acquired. Additionally, the high rate of downloads of the applications developed is a good indication that the user-centered process resulted in products that satisfied user and market demands.",
190,4696,2011,"Uma Estratégia para Análise da Adoção de Sistemas Colaborativos Baseada nas Relações entre Experiências de usuário, Tecnologia e Marketing",PT-BR,3,,,,,"Este artigo é o resultado de uma pesquisa que discute a aplicação de uma estratégia para avaliar fatores que afetam a adoção de um sistema colaborativo pelos usuários (incluindo os pretensos usuários). Inicialmente, os autores dissertam sobre a adoção de tecnologias da informação, apresentando uma revisão teórica deste tema, para mostrarem em seguida, uma cadeia de possíveis comportamentos de um usuário, que serviu de base para as avaliações neste estudo. O principal objetivo da estratégia é investigar as questões levantadas por um empreendedor sobre o seu produto lançado na versão beta, visando compreender que combinação de fatores são mais relevantes na determinação de ações pós-lançamento. No estudo de caso, dados coletados apresentaram evidências que os comportamentos dos usuários eram afetados pelas relações entre as experiências de usuário, marketing realizado e tecnologia aplicada. Os resultados foram recomendações para a realização de ações envolvendo tais relações.","This paper is the result of a research Project that discusses
the application of a strategy for evaluating of factors that
affect the adoption of collaborative software by users. The
authors discuss TI adoption, and present a literature review
of this topic. The user behavior model that was used in the
evaluation process is then shown. The main objective of the
strategy is to investigate the main questions of an
entrepreneur about her product in beta version, trying to
understand which factors are the most relevant to her postrelease
actions. In the study case, data was collected and
there were evidences that the relations among user
experiences, marketing and technology affected user
behaviors. It was given some recommendation to orient the
entrepreneur in her post-release actions.",
191,4697,2011,Usabilidade e Carga de Trabalho: um Estudo de Caso para a Prevenção de Doenças Ocupacionais em Informática,PT-BR,2,,,,,"Este trabalho propõe a metodologia Prevenus, sistemas unificados de prevenção às doenças ocupacionais em informática, ou seja, uma computação voltada para o usuário como uma iniciativa que compartilha a engenharia de usabilidade e a ergonomia. Na engenharia de usabilidade, por meio de um ciclo evolutivo, iterativo e baseado no envolvimento com o usuário. Na ergonomia, por meio da adequação dos periféricos e do ambiente de trabalho. A usabilidade é discutida sob a ótica da prevenção em seus três níveis, a saber, primário, secundário e terciário. O método Prevenus logrou êxito no estudo de caso por meio da prevenção primária e secundária. Para a melhoria da qualidade de vida do profissional de tecnologia da informação (TI) é necessária a regulamentação da profissão, uma mudança de paradigma na organização de trabalho da empresa e no desenvolvimento de softwares. A solução para a prevenção destas doenças é interdisciplinar e organizacional.","This paper proposes Prevenus methodology, computing
occupational diseases prevention unified systems, namely a
computer-oriented tool as an initiative that shares usability
engineering and ergonomics. In usability engineering,
through an evolutionary cycle, iterative and based on the
user involvement. Ergonomics, through peripherals adequacy
and work environment. The usability is discussed
from the optics of prevention at its three levels, namely,
primary, secondary and tertiary. The Prevenus method has
succeeded in case study through primary and secondary
prevention. For will improve the quality of life of
professional information technology (IT) professional is
required the regulamentation the profession, a paradigm
shift in work organization of the company and in the
software development. The solution for a prevention of
these diseases is interdisciplinary and organizationally.",
192,4698,2011,Knowledge and Information and Needs of System Administrators in IT Service Factories,EN,3,,"Information seeking, information needs, system administrators, knowledge management, information tec","H.5.2 [Information Interfaces and Presentation]: User Interfaces ? interaction styles, Group and Org","Management, Documentation, Design, Experimentation, Human Factors",,"In this paper we describe the results of an empirical study about the information needs of system administrators in large scale Information Technology (IT) service delivery organizations. This study is based on interviews, non-participant observation, and an electronic survey with more than 200 systems administrators working on incident management, covering their daily work including knowledge and information needs in complex situations and routine work. Although previous work has uncovered the knowledge-intensive and collaborative nature of system administrators? work, the results described in the paper detail a much more complex picture: (i) low usage of knowledge management tools; (ii) high usage of personal communication and collaboration tools; and (iii) need of gathering information about customers from a specific set of stakeholders. We also found that the most useful sources of information in handling complex situations are: the customer; the customer account team; and other employees who were experts both in the customer and in particular aspects of the delivery of services. The results of this study indicate that knowledge management in IT service factories is very challenging and possibly should evolve from the current passive model of knowledge management to a dynamic style emphasizing both reusability through information technologies and sharing through face to face and computer-supported discussions among employees.",
193,4699,2011,Multidirectional Knowledge Extraction Process for Creating Behavioral Personas,EN,4,,,,,,"The consideration of user aspects in the design of computer systems is vital to maintaining the quality of these products. The search for user information as to their interests, needs, and behaviors, requires actions that can be costly. However, the use of such information in an inefficient, inaccurate manner, without the formation of knowledge discourages the process of user-centered development. Interface designers need to collect information and consume it efficiently. One option for documenting and efficiently consuming the information from user research is to apply the technique of personas. The extraction of knowledge in databases is the selection and processing of data with the purpose of identifying new patterns, provide greater accuracy on known patterns, and model the real world. Thus, this work presents a multidirectional process of extracting knowledge for creating behavioral personas. The processes of data mining are performed and compared with variations allowing a real knowledge extraction in the creation of personas. The process is multidirectional being able to be applied in both directions for the composition of any kind of personas. The results of the work demonstrate the extraction of knowledge originating from demographic information to the construction of personas focusing on behavioral aspects.",
